token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
163,APOLLO TYRES LTD,APOLLOTYRE,APOLLOTYRE-EQ,Ok,27-07-2023 09:15:00,1690429500,426.50,426.50,421.10,422.10,434.04,151809,0,155670,0
14418,ASTRAL LIMITED,ASTRAL,ASTRAL-EQ,Ok,27-07-2023 09:15:00,1690429500,1900.05,1924.95,1900.05,1924.90,1916.32,57526,0,57858,0
30108,ADITYA BIRLA FASHION & RT,ABFRL,ABFRL-EQ,Ok,27-07-2023 09:15:00,1690429500,216.80,217.25,215.35,217.00,216.23,150603,0,153340,0
11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,Ok,27-07-2023 09:15:00,1690429500,4000.00,4039.80,3996.00,4009.70,4022.66,14011,0,14152,0
7,AARTI INDUSTRIES LTD,AARTIIND,AARTIIND-EQ,Ok,27-07-2023 09:15:00,1690429500,466.00,467.95,464.45,466.80,466.11,50518,0,51193,0
13,ABB INDIA LIMITED,ABB,ABB-EQ,Ok,27-07-2023 09:15:00,1690429500,4400.05,4445.95,4400.00,4428.00,4425.09,17895,0,18084,0
383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,Ok,27-07-2023 09:15:00,1690429500,126.25,127.00,126.00,126.85,131.58,710038,0,738262,0
21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,Ok,27-07-2023 09:15:00,1690429500,733.60,735.05,727.55,732.50,732.52,119023,0,120040,0
5900,AXIS BANK LIMITED,AXISBANK,AXISBANK-EQ,Ok,27-07-2023 09:15:00,1690429500,987.35,988.80,971.55,974.55,978.54,1902029,0,2131268,0
317,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE-EQ,Ok,27-07-2023 09:15:00,1690429500,7547.90,7569.35,7471.25,7482.45,7812.31,252217,0,262020,0
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,27-07-2023 09:15:00,1690429500,2508.20,2509.70,2482.10,2488.50,2683.20,22994,0,24741,0
371,BATA INDIA LTD,BATAINDIA,BATAINDIA-EQ,Ok,27-07-2023 09:15:00,1690429500,1709.50,1716.80,1703.05,1710.50,1776.12,7746,0,8038,0
404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,Ok,27-07-2023 09:15:00,1690429500,672.15,679.00,672.15,678.00,684.86,31484,0,31858,0
212,ASHOK LEYLAND LTD,ASHOKLEY,ASHOKLEY-EQ,Ok,27-07-2023 09:15:00,1690429500,182.20,182.65,180.40,182.20,186.39,1002939,0,1027796,0
17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,Ok,27-07-2023 09:15:00,1690429500,22993.00,23000.00,22910.00,22990.00,25389.86,357,0,395,0
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,27-07-2023 09:15:00,1690429500,192.55,192.75,191.45,192.40,192.19,385199,0,393397,0
11543,COFORGE LIMITED,COFORGE,COFORGE-EQ,Ok,27-07-2023 09:15:00,1690429500,4733.95,4753.00,4694.90,4695.05,4719.97,19474,0,19658,0
