token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
163,APOLLO TYRES LTD,APOLLOTYRE,APOLLOTYRE-EQ,Ok,08-08-2023 09:15:00,1691466300,436.50,436.50,433.05,435.55,434.68,67002,0,68286,0
14418,ASTRAL LIMITED,ASTRAL,ASTRAL-EQ,Ok,08-08-2023 09:15:00,1691466300,2000.95,2004.70,1977.00,1984.20,1985.18,35118,0,35720,0
30108,ADITYA BIRLA FASHION & RT,ABFRL,ABFRL-EQ,Ok,08-08-2023 09:15:00,1691466300,199.95,203.30,199.90,203.10,201.99,1313768,0,1329287,0
11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,Ok,08-08-2023 09:15:00,1691466300,4149.80,4149.80,4124.00,4149.00,4141.34,8826,0,8956,0
7,AARTI INDUSTRIES LTD,AARTIIND,AARTIIND-EQ,Ok,08-08-2023 09:15:00,1691466300,476.00,477.00,468.25,470.50,470.62,164676,0,165516,0
13,ABB INDIA LIMITED,ABB,ABB-EQ,Ok,08-08-2023 09:15:00,1691466300,4535.00,4535.00,4495.00,4503.90,4505.76,16145,0,16507,0
383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,Ok,08-08-2023 09:15:00,1691466300,128.90,128.90,127.60,128.05,128.07,530150,0,543219,0
21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,Ok,08-08-2023 09:15:00,1691466300,724.95,728.45,723.10,727.50,726.39,117565,0,118855,0
5900,AXIS BANK LIMITED,AXISBANK,AXISBANK-EQ,Ok,08-08-2023 09:15:00,1691466300,948.00,950.95,944.10,949.50,948.10,513180,0,535820,0
317,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE-EQ,Ok,08-08-2023 09:15:00,1691466300,7137.15,7144.90,7103.10,7141.60,7127.10,44044,0,44932,0
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,08-08-2023 09:15:00,1691466300,2371.00,2373.95,2341.55,2345.85,2353.03,46100,0,47055,0
371,BATA INDIA LTD,BATAINDIA,BATAINDIA-EQ,Ok,08-08-2023 09:15:00,1691466300,1765.40,1770.30,1759.70,1762.05,1764.49,10640,0,10910,0
404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,Ok,08-08-2023 09:15:00,1691466300,708.95,711.65,707.00,709.90,709.28,60751,0,61615,0
212,ASHOK LEYLAND LTD,ASHOKLEY,ASHOKLEY-EQ,Ok,08-08-2023 09:15:00,1691466300,183.20,185.20,183.10,184.85,184.37,1357657,0,1364577,0
17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,Ok,08-08-2023 09:15:00,1691466300,24244.00,24244.00,23807.00,24048.30,24075.97,358,0,361,0
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,08-08-2023 09:15:00,1691466300,186.85,188.75,186.75,188.70,187.89,708851,0,718596,0
11543,COFORGE LIMITED,COFORGE,COFORGE-EQ,Ok,08-08-2023 09:15:00,1691466300,4960.05,4966.45,4934.40,4955.00,4951.79,15955,0,16249,0
1901,CUMMINS INDIA LTD,CUMMINSIND,CUMMINSIND-EQ,Ok,08-08-2023 09:15:00,1691466300,1761.00,1761.00,1730.35,1732.40,1741.86,73971,0,74717,0
236,ASIAN PAINTS LIMITED,ASIANPAINT,ASIANPAINT-EQ,Ok,08-08-2023 09:15:00,1691466300,3345.00,3359.70,3341.65,3352.25,3351.35,41763,0,42785,0
25,ADANI ENTERPRISES LIMITED,ADANIENT,ADANIENT-EQ,Ok,08-08-2023 09:15:00,1691466300,2560.00,2560.00,2523.00,2525.60,2536.23,312270,0,317172,0
15083,ADANI PORT & SEZ LTD,ADANIPORTS,ADANIPORTS-EQ,Ok,08-08-2023 09:15:00,1691466300,791.70,791.85,775.70,778.85,783.36,988745,0,998840,0
16669,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ-AUTO-EQ,Ok,08-08-2023 09:15:00,1691466300,4691.70,4691.70,4652.00,4664.20,4669.52,36660,0,37122,0
10940,DIVI S LABORATORIES LTD,DIVISLAB,DIVISLAB-EQ,Ok,08-08-2023 09:15:00,1691466300,3926.15,3934.60,3880.05,3883.15,3901.25,74819,0,76963,0
