token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
163,APOLLO TYRES LTD,APOLLOTYRE,APOLLOTYRE-EQ,Ok,31-07-2023 09:15:00,1690775100,420.00,426.10,420.00,425.50,423.98,80528,0,80528,0
14418,ASTRAL LIMITED,ASTRAL,ASTRAL-EQ,Ok,31-07-2023 09:15:00,1690775100,1886.80,1931.50,1886.80,1927.90,1913.80,62264,0,62264,0
30108,ADITYA BIRLA FASHION & RT,ABFRL,ABFRL-EQ,Ok,31-07-2023 09:15:00,1690775100,224.15,225.30,222.95,224.75,224.21,618988,0,618988,0
11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,Ok,31-07-2023 09:15:00,1690775100,3995.00,4017.15,3978.80,4006.10,4000.66,6304,0,6304,0
7,AARTI INDUSTRIES LTD,AARTIIND,AARTIIND-EQ,Ok,31-07-2023 09:15:00,1690775100,460.45,461.25,459.00,461.05,460.16,84505,0,84505,0
13,ABB INDIA LIMITED,ABB,ABB-EQ,Ok,31-07-2023 09:15:00,1690775100,4515.95,4566.45,4506.70,4564.00,4542.82,20921,0,20921,0
383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,Ok,31-07-2023 09:15:00,1690775100,130.55,130.95,128.90,129.70,129.92,2115014,0,2115014,0
21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,Ok,31-07-2023 09:15:00,1690775100,721.90,727.00,721.90,724.75,722.81,104767,0,104767,0
5900,AXIS BANK LIMITED,AXISBANK,AXISBANK-EQ,Ok,31-07-2023 09:15:00,1690775100,952.75,954.55,948.30,950.60,950.23,494215,0,494215,0
317,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE-EQ,Ok,31-07-2023 09:15:00,1690775100,7345.05,7369.85,7305.00,7312.05,7332.52,92582,0,92582,0
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,31-07-2023 09:15:00,1690775100,2470.00,2482.50,2458.35,2471.00,2470.28,8867,0,8867,0
371,BATA INDIA LTD,BATAINDIA,BATAINDIA-EQ,Ok,31-07-2023 09:15:00,1690775100,1714.70,1725.80,1712.10,1717.55,1720.61,21346,0,21346,0
404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,Ok,31-07-2023 09:15:00,1690775100,681.05,684.75,679.80,681.80,681.82,60946,0,60946,0
212,ASHOK LEYLAND LTD,ASHOKLEY,ASHOKLEY-EQ,Ok,31-07-2023 09:15:00,1690775100,179.95,180.45,179.65,180.05,179.99,693773,0,693773,0
17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,Ok,31-07-2023 09:15:00,1690775100,24149.95,24200.00,24001.05,24180.05,24091.29,819,0,819,0
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,31-07-2023 09:15:00,1690775100,194.65,196.20,194.40,195.45,195.43,355000,0,355000,0
11543,COFORGE LIMITED,COFORGE,COFORGE-EQ,Ok,31-07-2023 09:15:00,1690775100,4690.05,4714.45,4675.60,4700.00,4696.71,11275,0,11275,0
1901,CUMMINS INDIA LTD,CUMMINSIND,CUMMINSIND-EQ,Ok,31-07-2023 09:15:00,1690775100,1962.75,1970.00,1948.60,1949.95,1959.17,75160,0,75160,0
236,ASIAN PAINTS LIMITED,ASIANPAINT,ASIANPAINT-EQ,Ok,31-07-2023 09:15:00,1690775100,3343.85,3368.20,3335.10,3340.00,3347.94,127070,0,127070,0
25,ADANI ENTERPRISES LIMITED,ADANIENT,ADANIENT-EQ,Ok,31-07-2023 09:15:00,1690775100,2477.05,2485.00,2468.00,2471.95,2476.83,294297,0,294297,0
15083,ADANI PORT & SEZ LTD,ADANIPORTS,ADANIPORTS-EQ,Ok,31-07-2023 09:15:00,1690775100,758.60,759.95,754.40,757.50,757.97,223301,0,223301,0
16669,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ-AUTO-EQ,Ok,31-07-2023 09:15:00,1690775100,4898.00,4919.95,4866.10,4888.40,4884.04,22952,0,22952,0
10940,DIVI S LABORATORIES LTD,DIVISLAB,DIVISLAB-EQ,Ok,31-07-2023 09:15:00,1690775100,3719.95,3733.95,3677.80,3717.35,3701.40,57599,0,57599,0
1270,AMBUJA CEMENTS LTD,AMBUJACEM,AMBUJACEM-EQ,Ok,31-07-2023 09:15:00,1690775100,455.20,457.80,454.80,457.15,456.24,245002,0,245002,0
21690,DIXON TECHNO (INDIA) LTD,DIXON,DIXON-EQ,Ok,31-07-2023 09:15:00,1690775100,4046.85,4090.40,4022.30,4065.80,4067.48,25745,0,25745,0
157,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,APOLLOHOSP-EQ,Ok,31-07-2023 09:15:00,1690775100,5324.95,5339.95,5236.70,5239.60,5269.83,83988,0,83988,0
910,EICHER MOTORS LTD,EICHERMOT,EICHERMOT-EQ,Ok,31-07-2023 09:15:00,1690775100,3350.35,3354.35,3320.00,3333.20,3329.84,76808,0,76808,0
10099,GODREJ CONSUMER PRODUCTS,GODREJCP,GODREJCP-EQ,Ok,31-07-2023 09:15:00,1690775100,1039.70,1040.00,1030.10,1031.60,1032.73,28923,0,28923,0
1232,GRASIM INDUSTRIES LTD,GRASIM,GRASIM-EQ,Ok,31-07-2023 09:15:00,1690775100,1832.00,1839.10,1820.85,1834.00,1828.55,54527,0,54527,0
10599,GUJARAT GAS LIMITED,GUJGASLTD,GUJGASLTD-EQ,Ok,31-07-2023 09:15:00,1690775100,481.55,483.70,478.75,482.65,481.97,70277,0,70277,0
263,ATUL LTD,ATUL,ATUL-EQ,Ok,31-07-2023 09:15:00,1690775100,6639.25,6693.90,6630.20,6662.15,6668.48,3768,0,3768,0
7229,HCL TECHNOLOGIES LTD,HCLTECH,HCLTECH-EQ,Ok,31-07-2023 09:15:00,1690775100,1109.05,1109.35,1096.00,1099.00,1099.97,159313,0,159313,0
467,HDFC LIFE INS CO LTD,HDFCLIFE,HDFCLIFE-EQ,Ok,31-07-2023 09:15:00,1690775100,653.00,654.90,646.00,646.65,648.95,488389,0,488389,0
341,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,BALRAMCHIN-EQ,Ok,31-07-2023 09:15:00,1690775100,396.10,404.00,396.10,403.85,400.95,235880,0,235880,0
2263,BANDHAN BANK LIMITED,BANDHANBNK,BANDHANBNK-EQ,Ok,31-07-2023 09:15:00,1690775100,217.40,218.90,217.30,218.85,218.22,619159,0,619159,0
422,BHARAT FORGE LTD,BHARATFORG,BHARATFORG-EQ,Ok,31-07-2023 09:15:00,1690775100,902.85,907.90,902.00,905.80,905.16,68761,0,68761,0
11957,IDFC LIMITED,IDFC,IDFC-EQ,Ok,31-07-2023 09:15:00,1690775100,116.50,117.40,115.00,117.00,116.39,3029891,0,3029891,0
10604,BHARTI AIRTEL LIMITED,BHARTIARTL,BHARTIARTL-EQ,Ok,31-07-2023 09:15:00,1690775100,894.65,895.35,887.00,889.05,891.32,259409,0,259409,0
438,BHEL,BHEL,BHEL-EQ,Ok,31-07-2023 09:15:00,1690775100,103.55,104.35,102.90,104.30,103.67,2400443,0,2400443,0
2181,BOSCH LIMITED,BOSCHLTD,BOSCHLTD-EQ,Ok,31-07-2023 09:15:00,1690775100,19050.00,19094.00,18987.15,19054.00,19041.46,1218,0,1218,0
526,BHARAT PETROLEUM CORP  LT,BPCL,BPCL-EQ,Ok,31-07-2023 09:15:00,1690775100,373.50,375.20,372.60,373.75,373.78,236612,0,236612,0
547,BRITANNIA INDUSTRIES LTD,BRITANNIA,BRITANNIA-EQ,Ok,31-07-2023 09:15:00,1690775100,4910.40,4910.40,4836.60,4840.90,4861.16,30959,0,30959,0
6994,BIRLASOFT LIMITED,BSOFT,BSOFT-EQ,Ok,31-07-2023 09:15:00,1690775100,418.00,420.45,416.50,419.90,418.90,411600,0,411600,0
11184,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFCFIRSTB-EQ,Ok,31-07-2023 09:15:00,1690775100,85.25,85.40,84.05,85.15,84.83,12423124,0,12423124,0
583,CAN FIN HOMES LTD,CANFINHOME,CANFINHOME-EQ,Ok,31-07-2023 09:15:00,1690775100,732.45,743.70,730.25,742.50,738.59,199203,0,199203,0
1512,THE INDIAN HOTELS CO. LTD,INDHOTEL,INDHOTEL-EQ,Ok,31-07-2023 09:15:00,1690775100,392.40,395.90,392.25,393.50,394.16,416424,0,416424,0
685,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,CHOLAFIN-EQ,Ok,31-07-2023 09:15:00,1690775100,1132.90,1137.90,1129.30,1133.85,1128.83,88250,0,88250,0
15141,COLGATE PALMOLIVE LTD.,COLPAL,COLPAL-EQ,Ok,31-07-2023 09:15:00,1690775100,2037.95,2045.75,2020.70,2028.50,2031.78,50844,0,50844,0
739,COROMANDEL INTERNTL. LTD,COROMANDEL,COROMANDEL-EQ,Ok,31-07-2023 09:15:00,1690775100,984.75,1005.00,981.45,1003.00,996.08,61280,0,61280,0
17094,CROMPT GREA CON ELEC LTD,CROMPTON,CROMPTON-EQ,Ok,31-07-2023 09:15:00,1690775100,295.80,295.80,293.45,294.15,294.32,63087,0,63087,0
772,DABUR INDIA LTD,DABUR,DABUR-EQ,Ok,31-07-2023 09:15:00,1690775100,577.40,579.15,576.05,576.15,577.27,154506,0,154506,0
8075,DALMIA BHARAT LIMITED,DALBHARAT,DALBHARAT-EQ,Ok,31-07-2023 09:15:00,1690775100,1956.95,1957.00,1937.85,1945.70,1945.61,23289,0,23289,0
11195,INTERGLOBE AVIATION LTD,INDIGO,INDIGO-EQ,Ok,31-07-2023 09:15:00,1690775100,2614.90,2645.00,2591.05,2641.55,2621.32,53122,0,53122,0
19943,DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR-EQ,Ok,31-07-2023 09:15:00,1690775100,2021.00,2028.90,2008.90,2009.35,2017.87,18741,0,18741,0
15044,DELTA CORP LIMITED,DELTACORP,DELTACORP-EQ,Ok,31-07-2023 09:15:00,1690775100,197.75,198.40,196.15,196.70,197.10,665404,0,665404,0
4668,BANK OF BARODA,BANKBARODA,BANKBARODA-EQ,Ok,31-07-2023 09:15:00,1690775100,202.20,202.30,201.00,202.10,201.69,1468394,0,1468394,0
14732,DLF LIMITED,DLF,DLF-EQ,Ok,31-07-2023 09:15:00,1690775100,516.90,517.70,510.15,511.40,513.87,406242,0,406242,0
1594,INFOSYS LIMITED,INFY,INFY-EQ,Ok,31-07-2023 09:15:00,1690775100,1348.95,1348.95,1333.75,1340.90,1338.50,803522,0,803522,0
881,DR. REDDY S LABORATORIES,DRREDDY,DRREDDY-EQ,Ok,31-07-2023 09:15:00,1690775100,5584.60,5613.65,5570.00,5607.00,5593.29,41263,0,41263,0
958,ESCORTS KUBOTA LIMITED,ESCORTS,ESCORTS-EQ,Ok,31-07-2023 09:15:00,1690775100,2542.70,2545.00,2520.05,2542.50,2535.29,23682,0,23682,0
10999,MARUTI SUZUKI INDIA LTD.,MARUTI,MARUTI-EQ,Ok,31-07-2023 09:15:00,1690775100,9670.35,9695.20,9606.00,9666.80,9643.85,45226,0,45226,0
1023,FEDERAL BANK LTD,FEDERALBNK,FEDERALBNK-EQ,Ok,31-07-2023 09:15:00,1690775100,135.90,136.60,135.60,136.50,136.22,1082080,0,1082080,0
10447,UNITED SPIRITS LIMITED,MCDOWELL-N,MCDOWELL-N-EQ,Ok,31-07-2023 09:15:00,1690775100,1012.05,1017.00,1005.45,1007.15,1012.58,82638,0,82638,0
4717,GAIL (INDIA) LTD,GAIL,GAIL-EQ,Ok,31-07-2023 09:15:00,1690775100,120.40,122.65,119.90,121.90,121.22,10981527,0,10981527,0
2142,MAX FINANCIAL SERV LTD,MFSL,MFSL-EQ,Ok,31-07-2023 09:15:00,1690775100,812.10,825.35,812.10,815.30,817.98,17840,0,17840,0
7406,GLENMARK PHARMACEUTICALS,GLENMARK,GLENMARK-EQ,Ok,31-07-2023 09:15:00,1690775100,806.70,824.25,806.70,820.45,816.14,291758,0,291758,0
13528,GMR AIRPORTS INFRA LTD,GMRINFRA,GMRINFRA-EQ,Ok,31-07-2023 09:15:00,1690775100,50.80,51.70,50.75,51.60,51.32,2409232,0,2409232,0
1174,GUJ NAR VAL FER & CHEM L,GNFC,GNFC-EQ,Ok,31-07-2023 09:15:00,1690775100,587.00,592.75,587.00,592.70,590.68,76165,0,76165,0
6364,NATIONAL ALUMINIUM CO LTD,NATIONALUM,NATIONALUM-EQ,Ok,31-07-2023 09:15:00,1690775100,95.55,96.80,95.55,96.60,96.36,1063915,0,1063915,0
2303,HINDUSTAN AERONAUTICS LTD,HAL,HAL-EQ,Ok,31-07-2023 09:15:00,1690775100,3943.95,3992.85,3939.30,3971.30,3965.72,227518,0,227518,0
9819,HAVELLS INDIA LIMITED,HAVELLS,HAVELLS-EQ,Ok,31-07-2023 09:15:00,1690775100,1314.60,1323.00,1314.40,1320.35,1316.32,45533,0,45533,0
1333,HDFC BANK LTD,HDFCBANK,HDFCBANK-EQ,Ok,31-07-2023 09:15:00,1690775100,1646.90,1649.40,1639.05,1644.15,1644.51,1419732,0,1419732,0
13751,INFO EDGE (I) LTD,NAUKRI,NAUKRI-EQ,Ok,31-07-2023 09:15:00,1690775100,4629.05,4629.05,4590.00,4611.70,4603.22,15667,0,15667,0
1348,HERO MOTOCORP LIMITED,HEROMOTOCO,HEROMOTOCO-EQ,Ok,31-07-2023 09:15:00,1690775100,3180.05,3189.00,3173.00,3180.95,3180.83,42869,0,42869,0
1363,HINDALCO  INDUSTRIES  LTD,HINDALCO,HINDALCO-EQ,Ok,31-07-2023 09:15:00,1690775100,453.00,458.65,453.00,456.20,456.17,541716,0,541716,0
17939,HINDUSTAN COPPER LTD,HINDCOPPER,HINDCOPPER-EQ,Ok,31-07-2023 09:15:00,1690775100,130.60,132.50,130.05,131.60,131.27,4114510,0,4114510,0
1406,HINDUSTAN PETROLEUM CORP,HINDPETRO,HINDPETRO-EQ,Ok,31-07-2023 09:15:00,1690775100,280.50,281.60,277.90,278.35,278.95,502904,0,502904,0
30125,INDIABULLS HSG FIN LTD,IBULHSGFIN,IBULHSGFIN-EQ,Ok,31-07-2023 09:15:00,1690775100,138.15,143.90,137.60,143.50,141.40,9280712,0,9280712,0
21770,ICICI LOMBARD GIC LIMITED,ICICIGI,ICICIGI-EQ,Ok,31-07-2023 09:15:00,1690775100,1376.75,1378.60,1352.55,1355.10,1360.15,30292,0,30292,0
18652,ICICI PRU LIFE INS CO LTD,ICICIPRULI,ICICIPRULI-EQ,Ok,31-07-2023 09:15:00,1690775100,578.00,581.20,574.90,576.55,577.43,59946,0,59946,0
220,INDIAN ENERGY EXC LTD,IEX,IEX-EQ,Ok,31-07-2023 09:15:00,1690775100,122.70,123.40,122.45,123.20,122.89,644170,0,644170,0
11262,INDRAPRASTHA GAS LTD,IGL,IGL-EQ,Ok,31-07-2023 09:15:00,1690775100,463.30,463.30,457.30,460.50,459.63,209896,0,209896,0
1515,THE INDIA CEMENTS LIMITED,INDIACEM,INDIACEM-EQ,Ok,31-07-2023 09:15:00,1690775100,215.25,218.35,215.25,217.25,217.15,450599,0,450599,0
10726,INDIAMART INTERMESH LTD,INDIAMART,INDIAMART-EQ,Ok,31-07-2023 09:15:00,1690775100,3108.90,3119.00,3088.15,3107.00,3107.43,35953,0,35953,0
29135,INDUS TOWERS LIMITED,INDUSTOWER,INDUSTOWER-EQ,Ok,31-07-2023 09:15:00,1690775100,175.85,175.85,172.45,174.20,174.05,881943,0,881943,0
1624,INDIAN OIL CORP LTD,IOC,IOC-EQ,Ok,31-07-2023 09:15:00,1690775100,96.20,96.20,93.70,93.70,94.43,4369016,0,4369016,0
1633,IPCA LABORATORIES LTD,IPCALAB,IPCALAB-EQ,Ok,31-07-2023 09:15:00,1690775100,859.95,869.00,858.75,868.20,863.04,55253,0,55253,0
13611,INDIAN RAIL TOUR CORP LTD,IRCTC,IRCTC-EQ,Ok,31-07-2023 09:15:00,1690775100,632.65,634.55,631.50,632.10,632.74,176681,0,176681,0
10738,ORACLE FIN SERV SOFT LTD.,OFSS,OFSS-EQ,Ok,31-07-2023 09:15:00,1690775100,3828.45,3861.00,3828.45,3855.40,3847.65,3567,0,3567,0
14413,PAGE INDUSTRIES LTD,PAGEIND,PAGEIND-EQ,Ok,31-07-2023 09:15:00,1690775100,37226.95,37226.95,36828.25,36950.05,36876.22,2884,0,2884,0
13270,JK CEMENT LIMITED,JKCEMENT,JKCEMENT-EQ,Ok,31-07-2023 09:15:00,1690775100,3255.10,3287.00,3255.10,3274.85,3274.42,4774,0,4774,0
18365,PERSISTENT SYSTEMS LTD,PERSISTENT,PERSISTENT-EQ,Ok,31-07-2023 09:15:00,1690775100,4737.00,4743.60,4691.10,4729.50,4712.14,26054,0,26054,0
24184,PI INDUSTRIES LTD,PIIND,PIIND-EQ,Ok,31-07-2023 09:15:00,1690775100,3515.05,3591.85,3515.05,3557.90,3548.40,36012,0,36012,0
1922,KOTAK MAHINDRA BANK LTD,KOTAKBANK,KOTAKBANK-EQ,Ok,31-07-2023 09:15:00,1690775100,1869.65,1875.00,1862.75,1871.70,1867.49,231268,0,231268,0
17971,SBI CARDS & PAY SER LTD,SBICARD,SBICARD-EQ,Ok,31-07-2023 09:15:00,1690775100,847.35,847.35,825.55,837.65,837.13,906812,0,906812,0
21808,SBI LIFE INSURANCE CO LTD,SBILIFE,SBILIFE-EQ,Ok,31-07-2023 09:15:00,1690775100,1296.90,1296.90,1279.05,1281.35,1283.72,65511,0,65511,0
24948,L&T FINANCE HOLDINGS LTD,L&TFH,L&TFH-EQ,Ok,31-07-2023 09:15:00,1690775100,132.95,133.00,132.05,132.30,132.59,393408,0,393408,0
11654,DR. LAL PATH LABS LTD.,LALPATHLAB,LALPATHLAB-EQ,Ok,31-07-2023 09:15:00,1690775100,2357.95,2361.75,2325.00,2329.00,2342.97,49424,0,49424,0
19234,LAURUS LABS LIMITED,LAURUSLABS,LAURUSLABS-EQ,Ok,31-07-2023 09:15:00,1690775100,338.25,338.65,335.00,336.65,337.26,325868,0,325868,0
1997,LIC HOUSING FINANCE LTD,LICHSGFIN,LICHSGFIN-EQ,Ok,31-07-2023 09:15:00,1690775100,413.60,416.25,413.45,415.75,414.97,230920,0,230920,0
11483,LARSEN & TOUBRO LTD.,LT,LT-EQ,Ok,31-07-2023 09:15:00,1690775100,2658.95,2658.95,2644.35,2651.70,2651.91,134581,0,134581,0
17818,LTIMINDTREE LIMITED,LTIM,LTIM-EQ,Ok,31-07-2023 09:15:00,1690775100,4839.95,4870.00,4818.05,4860.00,4845.98,31435,0,31435,0
18564,L&T TECHNOLOGY SER. LTD.,LTTS,LTTS-EQ,Ok,31-07-2023 09:15:00,1690775100,4052.25,4079.95,4034.25,4060.00,4058.00,42964,0,42964,0
275,AUROBINDO PHARMA LTD,AUROPHARMA,AUROPHARMA-EQ,Ok,31-07-2023 09:15:00,1690775100,836.00,840.85,827.00,828.95,831.18,186385,0,186385,0
10440,LUPIN LIMITED,LUPIN,LUPIN-EQ,Ok,31-07-2023 09:15:00,1690775100,972.95,980.90,972.10,980.65,976.61,45863,0,45863,0
2031,MAHINDRA & MAHINDRA LTD,M&M,M&M-EQ,Ok,31-07-2023 09:15:00,1690775100,1476.40,1476.40,1464.75,1468.85,1469.68,203015,0,203015,0
13285,M&M FIN. SERVICES LTD,M&MFIN,M&MFIN-EQ,Ok,31-07-2023 09:15:00,1690775100,299.95,299.95,289.80,296.45,293.37,2221057,0,2221057,0
4067,MARICO LIMITED,MARICO,MARICO-EQ,Ok,31-07-2023 09:15:00,1690775100,574.15,576.95,565.00,566.15,570.03,510316,0,510316,0
9581,METROPOLIS HEALTHCARE LTD,METROPOLIS,METROPOLIS-EQ,Ok,31-07-2023 09:15:00,1690775100,1384.95,1412.95,1384.10,1407.20,1401.68,38549,0,38549,0
16675,BAJAJ FINSERV LTD.,BAJAJFINSV,BAJAJFINSV-EQ,Ok,31-07-2023 09:15:00,1690775100,1574.15,1587.95,1574.15,1586.70,1580.57,157092,0,157092,0
