token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,change,chperc
30125,INDIABULLS HSG FIN LTD,IBULHSGFIN,IBULHSGFIN-EQ,Ok,04-08-2023 09:15:00,1691120700,166.3,166.9,161.4,163.1,164.04,8812385,0,9033242,0,-3.200000000000017,-1.9242333132892464
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,04-08-2023 09:15:00,1691120700,193.9,194.5,191.4,191.4,193.33,445052,0,459948,0,-2.5,-1.2893243940175347
17534,MAHANAGAR GAS LTD.,MGL,MGL-EQ,Ok,04-08-2023 09:15:00,1691120700,1129.95,1133.7,1095.1,1115.55,1112.81,390192,0,417807,0,-14.400000000000091,-1.2743926722421426
9581,METROPOLIS HEALTHCARE LTD,METROPOLIS,METROPOLIS-EQ,Ok,04-08-2023 09:15:00,1691120700,1412.05,1424.55,1391.0,1396.9,1404.28,51773,0,53565,0,-15.149999999999864,-1.0729081831379812
1406,HINDUSTAN PETROLEUM CORP,HINDPETRO,HINDPETRO-EQ,Ok,04-08-2023 09:15:00,1691120700,272.0,272.5,269.7,269.75,270.96,487275,0,499579,0,-2.25,-0.8272058823529412
11630,NTPC LTD,NTPC,NTPC-EQ,Ok,04-08-2023 09:15:00,1691120700,222.2,222.2,220.2,220.45,221.08,844402,0,871667,0,-1.75,-0.7875787578757876
18391,RBL BANK LIMITED,RBLBANK,RBLBANK-EQ,Ok,04-08-2023 09:15:00,1691120700,216.85,217.9,211.15,215.2,215.28,3410553,0,3503935,0,-1.6500000000000057,-0.7608946276227834
1348,HERO MOTOCORP LIMITED,HEROMOTOCO,HEROMOTOCO-EQ,Ok,04-08-2023 09:15:00,1691120700,2976.75,2984.95,2953.05,2955.8,2965.8,55095,0,56085,0,-20.949999999999818,-0.703787687914666
16669,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ-AUTO-EQ,Ok,04-08-2023 09:15:00,1691120700,4849.85,4864.2,4804.7,4817.5,4828.19,31090,0,31675,0,-32.350000000000364,-0.6670309391012168
14672,NAVIN FLUORINE INT. LTD,NAVINFLUOR,NAVINFLUOR-EQ,Ok,04-08-2023 09:15:00,1691120700,4527.25,4527.25,4491.25,4497.35,4506.14,10721,0,10742,0,-29.899999999999636,-0.6604450825556273
