token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
2963,STEEL AUTHORITY OF INDIA,SAIL,SAIL-EQ,Ok,04-08-2023 09:15:00,1691120700,93.65,94.25,93.40,94.05,93.88,978895,0,1000751,0
3045,STATE BANK OF INDIA,SBIN,SBIN-EQ,Ok,04-08-2023 09:15:00,1691120700,592.85,593.65,589.00,592.30,591.79,2296670,0,2365140,0
3103,SHREE CEMENT LIMITED,SHREECEM,SHREECEM-EQ,Ok,04-08-2023 09:15:00,1691120700,24200.00,24220.00,24105.40,24180.80,24157.72,1072,0,1088,0
4306,SHRIRAM FINANCE LIMITED,SHRIRAMFIN,SHRIRAMFIN-EQ,Ok,04-08-2023 09:15:00,1691120700,1823.50,1825.50,1815.20,1822.80,1819.98,62532,0,62651,0
3273,SRF LTD,SRF,SRF-EQ,Ok,04-08-2023 09:15:00,1691120700,2268.75,2277.70,2262.45,2276.00,2273.03,31271,0,31476,0
3351,SUN PHARMACEUTICAL IND L,SUNPHARMA,SUNPHARMA-EQ,Ok,04-08-2023 09:15:00,1691120700,1128.00,1144.90,1121.50,1137.15,1136.91,449952,0,464370,0
20374,COAL INDIA LTD,COALINDIA,COALINDIA-EQ,Ok,04-08-2023 09:15:00,1691120700,232.25,232.85,231.65,231.75,232.16,752888,0,771434,0
10243,SYNGENE INTERNATIONAL LTD,SYNGENE,SYNGENE-EQ,Ok,04-08-2023 09:15:00,1691120700,804.85,813.00,800.00,808.55,809.18,27559,0,28104,0
1394,HINDUSTAN UNILEVER LTD.,HINDUNILVR,HINDUNILVR-EQ,Ok,04-08-2023 09:15:00,1691120700,2555.00,2555.00,2541.30,2546.20,2547.77,95860,0,97489,0
3405,TATA CHEMICALS LTD,TATACHEM,TATACHEM-EQ,Ok,04-08-2023 09:15:00,1691120700,1046.45,1048.85,1042.30,1046.65,1046.23,51522,0,52771,0
3721,TATA COMMUNICATIONS LTD,TATACOMM,TATACOMM-EQ,Ok,04-08-2023 09:15:00,1691120700,1700.20,1706.10,1689.15,1703.45,1699.96,61165,0,62734,0
3432,TATA CONSUMER PRODUCT LTD,TATACONSUM,TATACONSUM-EQ,Ok,04-08-2023 09:15:00,1691120700,838.00,841.60,837.25,840.15,839.42,47403,0,48524,0
4963,ICICI BANK LTD.,ICICIBANK,ICICIBANK-EQ,Ok,04-08-2023 09:15:00,1691120700,968.60,968.60,964.35,966.45,966.32,970864,0,996002,0
3456,TATA MOTORS LIMITED,TATAMOTORS,TATAMOTORS-EQ,Ok,04-08-2023 09:15:00,1691120700,624.25,624.50,620.55,620.90,622.42,859436,0,882106,0
