Unnamed: 0,UNDERLYING,SYMBOL,tsym,token,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,change,chperc,quantity,book_price
140,SHREE CEMENT LIMITED,SHREECEM,SHREECEM-EQ,3103,Ok,25-07-2023 09:15:00,1690256700,2044.0,2127.65,2044.0,2105.55,2091.37,815897,0,815897,0,61.55000000000018,3.011252446183962,4,23292.25
88,INDIAN RAIL TOUR CORP LTD,IRCTC,IRCTC-EQ,13611,Ok,25-07-2023 09:15:00,1690256700,3140.0,3230.0,3140.0,3230.0,3194.27,32585,0,32585,0,90.0,2.8662420382165608,160,623.80
82,THE INDIA CEMENTS LIMITED,INDIACEM,INDIACEM-EQ,1515,Ok,25-07-2023 09:15:00,1690256700,208.85,214.9,208.6,214.65,213.1,939933,0,939933,0,5.800000000000011,2.777112760354327,477,209.25
164,ACC LIMITED,ACC,ACC-EQ,22,Ok,25-07-2023 09:15:00,1690256700,1810.15,1857.95,1810.15,1850.3,1843.3,349698,0,349698,0,40.149999999999864,2.2180482280473917,55,1797.85
163,MANAPPURAM FINANCE LTD,MANAPPURAM,MANAPPURAM-EQ,19061,Ok,25-07-2023 09:15:00,1690256700,126.65,129.2,126.2,128.85,128.24,2679827,0,2679827,0,2.1999999999999886,1.7370706671930427,778,128.40
