ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-02 10:15:00,IBULHSGFIN,IBULHSGFIN31AUG23C150,128846,OPTSTK,5100,10200,8.5,86700.0,-86700.0,B
2023-08-02 10:15:00,OBEROIRLTY,OBEROIRLTY31AUG23C1150,137816,OPTSTK,700,2100,44.1,92610.0,-92610.0,B
2023-08-02 10:15:00,ESCORTS,ESCORTS31AUG23C2660,113754,OPTSTK,275,825,92.75,76518.75,-76518.75,B
2023-08-02 10:15:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1628,58.45,95156.6,-95156.6,B
2023-08-02 10:15:00,INDIACEM,INDIACEM31AUG23C220,130332,OPTSTK,2900,5800,12.55,72790.0,-72790.0,B
2023-08-02 10:15:00,NATIONALUM,NATIONALUM31AUG23P94,136622,OPTSTK,7500,30000,3.2,96000.0,-96000.0,B
2023-08-02 10:15:00,TATASTEEL,TATASTEEL31AUG23P120.4,144912,OPTSTK,5500,27500,3.1,85250.0,-85250.0,B
2023-08-02 10:15:00,HINDPETRO,HINDPETRO31AUG23P280,128476,OPTSTK,2700,10800,8.7,93960.0,-93960.0,B
2023-08-02 10:15:00,CIPLA,CIPLA31AUG23P1160,106398,OPTSTK,650,3900,23.85,93015.0,-93015.0,B
2023-08-02 10:15:00,CUMMINSIND,CUMMINSIND31AUG23P1900,111205,OPTSTK,600,1200,63.05,75660.0,-75660.0,B
2023-08-02 10:18:00,OBEROIRLTY,OBEROIRLTY31AUG23C1150,137816,OPTSTK,700,2100,37.95,79695.0,79695.0,S
2023-08-02 10:21:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1628,51.85,84411.8,84411.8,S
2023-08-02 10:33:00,IBULHSGFIN,IBULHSGFIN31AUG23C150,128846,OPTSTK,5100,10200,7.2,73440.0,73440.0,S
2023-08-02 10:37:00,INDIACEM,INDIACEM31AUG23C220,130332,OPTSTK,2900,5800,11.2,64959.99999999999,64959.99999999999,S
2023-08-02 10:39:00,ESCORTS,ESCORTS31AUG23C2660,113754,OPTSTK,275,825,89.1,73507.5,73507.5,S
2023-08-02 11:15:00,IBULHSGFIN,IBULHSGFIN31AUG23C147.5,128844,OPTSTK,5100,10200,8.0,81600.0,-81600.0,B
2023-08-02 11:15:00,OBEROIRLTY,OBEROIRLTY31AUG23C1110,137808,OPTSTK,700,2100,42.0,88200.0,-88200.0,B
