ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-02 11:15:00,ESCORTS,ESCORTS31AUG23C2660,113754,OPTSTK,275,825,95.0,78375.0,-78375.0,B
2023-08-02 11:15:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1221,64.0,78144.0,-78144.0,B
2023-08-02 11:15:00,NATIONALUM,NATIONALUM31AUG23P93,136620,OPTSTK,7500,30000,3.05,91500.0,-91500.0,B
2023-08-02 11:15:00,TATASTEEL,TATASTEEL31AUG23P120.4,144912,OPTSTK,5500,27500,3.15,86625.0,-86625.0,B
2023-08-02 11:31:00,OBEROIRLTY,OBEROIRLTY31AUG23C1110,137808,OPTSTK,700,2100,36.9,77490.0,77490.0,S
2023-08-02 11:32:00,ESCORTS,ESCORTS31AUG23C2660,113754,OPTSTK,275,825,93.0,76725.0,76725.0,S
2023-08-02 11:56:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1221,60.15,73443.15,73443.15,S
2023-08-02 12:15:00,IBULHSGFIN,IBULHSGFIN31AUG23C147.5,128844,OPTSTK,5100,10200,8.0,81600.0,-81600.0,B
2023-08-02 12:15:00,OBEROIRLTY,OBEROIRLTY31AUG23C1100,137806,OPTSTK,700,2100,45.85,96285.0,-96285.0,B
2023-08-02 12:15:00,ESCORTS,ESCORTS31AUG23C2620,113750,OPTSTK,275,825,91.5,75487.5,-75487.5,B
2023-08-02 12:33:00,ESCORTS,ESCORTS31AUG23C2620,113750,OPTSTK,275,825,86.0,70950.0,70950.0,S
2023-08-02 13:15:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1221,68.25,83333.25,-83333.25,B
2023-08-02 13:25:00,OBEROIRLTY,OBEROIRLTY31AUG23C1100,137806,OPTSTK,700,2100,42.05,88305.0,88305.0,S
2023-08-02 13:46:00,PVRINOX,PVRINOX31AUG23C1600,140497,OPTSTK,407,1221,61.55,75152.55,75152.55,S
2023-08-02 14:15:00,NATIONALUM,NATIONALUM31AUG23P92,136618,OPTSTK,7500,30000,3.25,97500.0,-97500.0,B
2023-08-02 14:15:00,TATASTEEL,TATASTEEL31AUG23P118.4,144908,OPTSTK,5500,27500,3.2,88000.0,-88000.0,B
2023-08-02 14:17:00,IBULHSGFIN,IBULHSGFIN31AUG23C147.5,128844,OPTSTK,5100,20400,6.35,129540.0,129540.0,S
2023-08-02 15:15:00,OBEROIRLTY,OBEROIRLTY31AUG23C1110,137808,OPTSTK,700,2100,44.95,94395.0,-94395.0,B
2023-08-02 15:15:00,PVRINOX,PVRINOX31AUG23C1620,140499,OPTSTK,407,1628,58.0,94424.0,-94424.0,B
2023-08-02 15:26:00,OBEROIRLTY,OBEROIRLTY31AUG23C1110,137808,OPTSTK,700,2100,44.8,94080.0,94080.0,S
2023-08-02 15:26:00,PVRINOX,PVRINOX31AUG23C1620,140499,OPTSTK,407,1628,59.0,96052.0,96052.0,S
2023-08-02 15:26:00,NATIONALUM,NATIONALUM31AUG23P94,136622,OPTSTK,7500,30000,4.1,123000.0,123000.0,S
2023-08-02 15:26:00,NATIONALUM,NATIONALUM31AUG23P93,136620,OPTSTK,7500,30000,3.45,103500.0,103500.0,S
2023-08-02 15:26:00,NATIONALUM,NATIONALUM31AUG23P92,136618,OPTSTK,7500,30000,2.85,85500.0,85500.0,S
2023-08-02 15:26:00,TATASTEEL,TATASTEEL31AUG23P120.4,144912,OPTSTK,5500,55000,3.75,206250.0,206250.0,S
2023-08-02 15:26:00,TATASTEEL,TATASTEEL31AUG23P118.4,144908,OPTSTK,5500,27500,2.75,75625.0,75625.0,S
2023-08-02 15:26:00,HINDPETRO,HINDPETRO31AUG23P280,128476,OPTSTK,2700,10800,10.3,111240.0,111240.0,S
2023-08-02 15:26:00,CIPLA,CIPLA31AUG23P1160,106398,OPTSTK,650,3900,22.7,88530.0,88530.0,S
2023-08-02 15:26:00,CUMMINSIND,CUMMINSIND31AUG23P1900,111205,OPTSTK,600,1200,64.3,77160.0,77160.0,S
