ord_number,ordtime,exchange,sym,tsym,token,instrument,lotsize,qty,avgprice,margin,totalprice,netprice,trantype,status
7635949,2023-08-03 12:15:00,NFO,AUROPHARMA,AUROPHARMA31AUG23C840,42917,OPTSTK,1100,2200,39.1,86020.0,86020.0,-86020.0,B,N
3889329,2023-08-03 12:15:00,NFO,METROPOLIS,METROPOLIS31AUG23C1380,135363,OPTSTK,400,1200,63.0,75600.0,75600.0,-75600.0,B,N
6776740,2023-08-03 12:15:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23C152.5,128848,OPTSTK,5100,10200,8.1,82620.0,82620.0,-82620.0,B,N
8185362,2023-08-03 12:15:00,NFO,PEL,PEL31AUG23C980,73886,OPTSTK,750,2250,40.0,90000.0,90000.0,-90000.0,B,N
4238021,2023-08-03 12:15:00,NFO,ABCAPITAL,ABCAPITAL31AUG23C192.5,65769,OPTSTK,5400,10800,6.95,75060.0,75060.0,-75060.0,B,N
1933620,2023-08-03 12:15:00,NFO,HINDPETRO,HINDPETRO31AUG23P272.5,128470,OPTSTK,2700,10800,8.2,88559.99999999999,88559.99999999999,-88559.99999999999,B,N
5009204,2023-08-03 12:15:00,NFO,OBEROIRLTY,OBEROIRLTY31AUG23P1100,137807,OPTSTK,700,2100,36.5,76650.0,76650.0,-76650.0,B,N
1131109,2023-08-03 12:15:00,NFO,UPL,UPL31AUG23P605,178514,OPTSTK,1300,6500,15.0,97500.0,97500.0,-97500.0,B,N
8790610,2023-08-03 12:15:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1070,105643,OPTSTK,1250,2500,32.0,80000.0,80000.0,-80000.0,B,N
8128151,2023-08-03 12:16:00,NFO,AUROPHARMA,AUROPHARMA31AUG23C840,42917,OPTSTK,1100,2200,39.1,86020.0,86020.0,86020.0,S,N
2035573,2023-08-03 12:16:00,NFO,METROPOLIS,METROPOLIS31AUG23C1380,135363,OPTSTK,400,1200,64.0,75600.0,76800.0,76800.0,S,N
2013424,2023-08-03 12:16:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23C152.5,128848,OPTSTK,5100,10200,8.15,82620.0,83130.0,83130.0,S,N
6835392,2023-08-03 12:16:00,NFO,PEL,PEL31AUG23C980,73886,OPTSTK,750,2250,40.0,90000.0,90000.0,90000.0,S,N
7856907,2023-08-03 12:16:00,NFO,ABCAPITAL,ABCAPITAL31AUG23C192.5,65769,OPTSTK,5400,10800,6.95,75060.0,75060.0,75060.0,S,N
7326388,2023-08-03 12:40:00,NFO,UPL,UPL31AUG23P605,178514,OPTSTK,1300,6500,16.95,97500.0,110175.0,110175.0,S,N
8237724,2023-08-03 12:58:00,NFO,HINDPETRO,HINDPETRO31AUG23P272.5,128470,OPTSTK,2700,10800,9.15,88559.99999999999,98820.0,98820.0,S,N
2273335,2023-08-03 12:58:00,NFO,OBEROIRLTY,OBEROIRLTY31AUG23P1100,137807,OPTSTK,700,2100,40.45,76650.0,84945.0,84945.0,S,N
9162445,2023-08-03 13:04:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1070,105643,OPTSTK,1250,2500,35.85,80000.0,89625.0,89625.0,S,N
4641024,2023-08-03 13:15:00,NFO,ABCAPITAL,ABCAPITAL31AUG23C192.5,65769,OPTSTK,5400,10800,6.75,72900.0,72900.0,-72900.0,B,N
3104187,2023-08-03 13:15:00,NFO,HINDPETRO,HINDPETRO31AUG23P270,128468,OPTSTK,2700,10800,8.05,86940.00000000001,86940.00000000001,-86940.00000000001,B,N
1383103,2023-08-03 13:15:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1060,105641,OPTSTK,1250,2500,31.55,78875.0,78875.0,-78875.0,B,N
2126206,2023-08-03 13:16:00,NFO,ABCAPITAL,ABCAPITAL31AUG23C192.5,65769,OPTSTK,5400,10800,7.0,72900.0,75600.0,75600.0,S,N
2134922,2023-08-03 13:57:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1060,105641,OPTSTK,1250,2500,34.1,78875.0,85250.0,85250.0,S,N
6243161,2023-08-03 14:15:00,NFO,HINDPETRO,HINDPETRO31AUG23P270,128468,OPTSTK,2700,10800,8.3,89640.00000000001,89640.00000000001,-89640.00000000001,B,N
3716752,2023-08-03 14:15:00,NFO,OBEROIRLTY,OBEROIRLTY31AUG23P1080,137803,OPTSTK,700,2800,33.9,94920.0,94920.0,-94920.0,B,N
2292004,2023-08-03 14:15:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1060,105641,OPTSTK,1250,2500,31.95,79875.0,79875.0,-79875.0,B,N
8410887,2023-08-03 14:48:00,NFO,CHOLAFIN,CHOLAFIN31AUG23P1060,105641,OPTSTK,1250,2500,28.6,79875.0,71500.0,71500.0,S,N
6107608,2023-08-03 15:15:00,NFO,METROPOLIS,METROPOLIS31AUG23C1420,135367,OPTSTK,400,1600,60.0,96000.0,96000.0,-96000.0,B,N
8593953,2023-08-03 15:26:00,NFO,METROPOLIS,METROPOLIS31AUG23C1420,135367,OPTSTK,400,1600,56.5,96000.0,90400.0,90400.0,S,N
9722896,2023-08-03 15:26:00,NFO,HINDPETRO,HINDPETRO31AUG23P270,128468,OPTSTK,2700,21600,7.4,176580.00000000003,159840.0,159840.0,S,N
9829583,2023-08-03 15:26:00,NFO,OBEROIRLTY,OBEROIRLTY31AUG23P1080,137803,OPTSTK,700,2800,25.15,94920.0,70420.0,70420.0,S,N
