token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
163,APOLLO TYRES LTD,APOLLOTYRE,APOLLOTYRE-EQ,Ok,07-08-2023 09:15:00,1691379900,439.95,440.75,434.05,434.50,436.42,155236,0,159412,0
14418,ASTRAL LIMITED,ASTRAL,ASTRAL-EQ,Ok,07-08-2023 09:15:00,1691379900,2037.55,2037.55,2000.15,2013.95,2013.00,74976,0,75712,0
30108,ADITYA BIRLA FASHION & RT,ABFRL,ABFRL-EQ,Ok,07-08-2023 09:15:00,1691379900,209.30,209.30,200.25,201.35,202.82,1974407,0,2000455,0
11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,Ok,07-08-2023 09:15:00,1691379900,4147.90,4168.70,4083.95,4108.00,4130.28,40251,0,40620,0
7,AARTI INDUSTRIES LTD,AARTIIND,AARTIIND-EQ,Ok,07-08-2023 09:15:00,1691379900,472.65,476.00,472.65,474.70,474.99,67549,0,69501,0
13,ABB INDIA LIMITED,ABB,ABB-EQ,Ok,07-08-2023 09:15:00,1691379900,4468.85,4470.00,4417.60,4440.55,4444.87,29155,0,29742,0
383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,Ok,07-08-2023 09:15:00,1691379900,128.10,128.55,127.35,127.75,127.99,932748,0,980282,0
21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,Ok,07-08-2023 09:15:00,1691379900,733.85,742.00,727.30,729.25,732.77,176913,0,181178,0
5900,AXIS BANK LIMITED,AXISBANK,AXISBANK-EQ,Ok,07-08-2023 09:15:00,1691379900,951.95,955.00,949.35,951.00,952.00,397241,0,401170,0
317,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE-EQ,Ok,07-08-2023 09:15:00,1691379900,7165.00,7182.75,7125.30,7128.00,7154.88,52533,0,54789,0
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,07-08-2023 09:15:00,1691379900,2436.15,2489.00,2436.15,2476.15,2464.93,57618,0,68125,0
371,BATA INDIA LTD,BATAINDIA,BATAINDIA-EQ,Ok,07-08-2023 09:15:00,1691379900,1757.25,1762.20,1749.30,1755.95,1757.44,9200,0,9544,0
404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,Ok,07-08-2023 09:15:00,1691379900,707.85,707.90,700.30,703.65,704.56,111532,0,113592,0
212,ASHOK LEYLAND LTD,ASHOKLEY,ASHOKLEY-EQ,Ok,07-08-2023 09:15:00,1691379900,183.45,183.55,182.30,182.95,182.83,460285,0,483493,0
17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,Ok,07-08-2023 09:15:00,1691379900,23999.95,24000.00,23866.30,23956.00,23912.66,403,0,423,0
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,07-08-2023 09:15:00,1691379900,189.65,189.65,186.40,186.55,187.37,399642,0,407636,0
11543,COFORGE LIMITED,COFORGE,COFORGE-EQ,Ok,07-08-2023 09:15:00,1691379900,4907.05,4950.00,4907.05,4915.40,4931.85,33900,0,34478,0
1901,CUMMINS INDIA LTD,CUMMINSIND,CUMMINSIND-EQ,Ok,07-08-2023 09:15:00,1691379900,1791.80,1791.80,1757.25,1781.40,1774.31,136978,0,141631,0
236,ASIAN PAINTS LIMITED,ASIANPAINT,ASIANPAINT-EQ,Ok,07-08-2023 09:15:00,1691379900,3320.05,3342.65,3320.05,3333.00,3330.74,42928,0,46512,0
25,ADANI ENTERPRISES LIMITED,ADANIENT,ADANIENT-EQ,Ok,07-08-2023 09:15:00,1691379900,2550.00,2555.00,2523.20,2533.50,2538.26,250364,0,255410,0
15083,ADANI PORT & SEZ LTD,ADANIPORTS,ADANIPORTS-EQ,Ok,07-08-2023 09:15:00,1691379900,776.95,779.95,771.60,773.60,775.70,243205,0,246158,0
16669,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ-AUTO-EQ,Ok,07-08-2023 09:15:00,1691379900,4730.50,4740.55,4696.60,4700.75,4711.80,33611,0,34179,0
10940,DIVI S LABORATORIES LTD,DIVISLAB,DIVISLAB-EQ,Ok,07-08-2023 09:15:00,1691379900,3760.05,3781.80,3760.00,3776.50,3771.39,45548,0,46014,0
1270,AMBUJA CEMENTS LTD,AMBUJACEM,AMBUJACEM-EQ,Ok,07-08-2023 09:15:00,1691379900,473.00,474.40,470.05,472.45,472.37,300775,0,306312,0
21690,DIXON TECHNO (INDIA) LTD,DIXON,DIXON-EQ,Ok,07-08-2023 09:15:00,1691379900,4581.10,4581.10,4386.10,4442.40,4438.40,275326,0,279546,0
157,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,APOLLOHOSP-EQ,Ok,07-08-2023 09:15:00,1691379900,4980.45,4999.80,4967.50,4977.30,4987.27,48839,0,50549,0
910,EICHER MOTORS LTD,EICHERMOT,EICHERMOT-EQ,Ok,07-08-2023 09:15:00,1691379900,3361.30,3366.95,3340.00,3356.35,3354.20,32366,0,33144,0
10099,GODREJ CONSUMER PRODUCTS,GODREJCP,GODREJCP-EQ,Ok,07-08-2023 09:15:00,1691379900,1017.30,1018.00,1010.25,1016.70,1014.04,49627,0,50393,0
1232,GRASIM INDUSTRIES LTD,GRASIM,GRASIM-EQ,Ok,07-08-2023 09:15:00,1691379900,1827.00,1852.85,1826.05,1852.00,1846.34,51053,0,51163,0
10599,GUJARAT GAS LIMITED,GUJGASLTD,GUJGASLTD-EQ,Ok,07-08-2023 09:15:00,1691379900,453.75,453.75,450.85,451.65,451.96,97175,0,98482,0
263,ATUL LTD,ATUL,ATUL-EQ,Ok,07-08-2023 09:15:00,1691379900,7068.00,7100.75,7020.60,7034.10,7057.43,3160,0,3252,0
7229,HCL TECHNOLOGIES LTD,HCLTECH,HCLTECH-EQ,Ok,07-08-2023 09:15:00,1691379900,1154.50,1154.50,1143.15,1147.15,1148.56,178420,0,182885,0
467,HDFC LIFE INS CO LTD,HDFCLIFE,HDFCLIFE-EQ,Ok,07-08-2023 09:15:00,1691379900,644.95,647.75,641.15,642.25,644.20,123243,0,126095,0
341,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,BALRAMCHIN-EQ,Ok,07-08-2023 09:15:00,1691379900,421.70,421.70,410.90,414.00,415.02,1174438,0,1243485,0
2263,BANDHAN BANK LIMITED,BANDHANBNK,BANDHANBNK-EQ,Ok,07-08-2023 09:15:00,1691379900,228.85,229.45,227.75,227.75,228.66,630440,0,640737,0
422,BHARAT FORGE LTD,BHARATFORG,BHARATFORG-EQ,Ok,07-08-2023 09:15:00,1691379900,915.00,927.55,915.00,918.20,922.26,69778,0,70163,0
11957,IDFC LIMITED,IDFC,IDFC-EQ,Ok,07-08-2023 09:15:00,1691379900,119.10,119.40,118.40,118.95,119.04,1065479,0,1082684,0
10604,BHARTI AIRTEL LIMITED,BHARTIARTL,BHARTIARTL-EQ,Ok,07-08-2023 09:15:00,1691379900,885.50,894.80,885.50,890.00,892.36,399891,0,407856,0
438,BHEL,BHEL,BHEL-EQ,Ok,07-08-2023 09:15:00,1691379900,96.20,99.50,96.20,97.75,98.27,10043759,0,10453442,0
2181,BOSCH LIMITED,BOSCHLTD,BOSCHLTD-EQ,Ok,07-08-2023 09:15:00,1691379900,18398.00,18398.00,18166.55,18208.00,18235.97,1562,0,1684,0
526,BHARAT PETROLEUM CORP  LT,BPCL,BPCL-EQ,Ok,07-08-2023 09:15:00,1691379900,362.95,362.95,359.50,359.60,360.89,243681,0,248242,0
547,BRITANNIA INDUSTRIES LTD,BRITANNIA,BRITANNIA-EQ,Ok,07-08-2023 09:15:00,1691379900,4755.00,4815.00,4718.25,4722.60,4757.51,138732,0,144244,0
6994,BIRLASOFT LIMITED,BSOFT,BSOFT-EQ,Ok,07-08-2023 09:15:00,1691379900,440.05,444.50,439.35,442.80,442.72,203696,0,206787,0
11184,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFCFIRSTB-EQ,Ok,07-08-2023 09:15:00,1691379900,87.70,87.85,87.10,87.50,87.56,2517336,0,2630628,0
583,CAN FIN HOMES LTD,CANFINHOME,CANFINHOME-EQ,Ok,07-08-2023 09:15:00,1691379900,736.15,750.85,736.15,739.65,746.69,279212,0,279992,0
1512,THE INDIAN HOTELS CO. LTD,INDHOTEL,INDHOTEL-EQ,Ok,07-08-2023 09:15:00,1691379900,397.85,399.25,396.85,397.90,397.99,153733,0,159649,0
685,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,CHOLAFIN-EQ,Ok,07-08-2023 09:15:00,1691379900,1083.75,1083.75,1073.00,1074.20,1076.88,138879,0,143724,0
15141,COLGATE PALMOLIVE LTD.,COLPAL,COLPAL-EQ,Ok,07-08-2023 09:15:00,1691379900,2005.95,2013.60,1996.25,2002.40,2006.29,20944,0,21518,0
739,COROMANDEL INTERNTL. LTD,COROMANDEL,COROMANDEL-EQ,Ok,07-08-2023 09:15:00,1691379900,1045.70,1048.20,1035.05,1038.70,1039.89,15268,0,15734,0
17094,CROMPT GREA CON ELEC LTD,CROMPTON,CROMPTON-EQ,Ok,07-08-2023 09:15:00,1691379900,298.20,300.05,296.60,297.35,297.97,151674,0,152955,0
772,DABUR INDIA LTD,DABUR,DABUR-EQ,Ok,07-08-2023 09:15:00,1691379900,566.40,567.35,560.10,560.75,562.42,259366,0,262680,0
8075,DALMIA BHARAT LIMITED,DALBHARAT,DALBHARAT-EQ,Ok,07-08-2023 09:15:00,1691379900,1994.75,2002.20,1971.75,1999.95,1989.85,11361,0,11527,0
11195,INTERGLOBE AVIATION LTD,INDIGO,INDIGO-EQ,Ok,07-08-2023 09:15:00,1691379900,2521.05,2529.90,2490.45,2494.25,2508.25,75575,0,76832,0
19943,DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR-EQ,Ok,07-08-2023 09:15:00,1691379900,2031.40,2078.20,2031.40,2068.10,2060.92,114105,0,114765,0
15044,DELTA CORP LIMITED,DELTACORP,DELTACORP-EQ,Ok,07-08-2023 09:15:00,1691379900,185.00,186.20,184.50,185.45,185.33,731842,0,761959,0
4668,BANK OF BARODA,BANKBARODA,BANKBARODA-EQ,Ok,07-08-2023 09:15:00,1691379900,188.65,190.90,187.70,190.70,188.92,6134673,0,6776334,0
14732,DLF LIMITED,DLF,DLF-EQ,Ok,07-08-2023 09:15:00,1691379900,491.55,492.65,488.00,489.25,489.95,312701,0,318991,0
1594,INFOSYS LIMITED,INFY,INFY-EQ,Ok,07-08-2023 09:15:00,1691379900,1385.15,1385.40,1379.00,1382.50,1381.16,308415,0,338030,0
881,DR. REDDY S LABORATORIES,DRREDDY,DRREDDY-EQ,Ok,07-08-2023 09:15:00,1691379900,5662.00,5688.00,5650.10,5679.75,5673.03,31106,0,31639,0
958,ESCORTS KUBOTA LIMITED,ESCORTS,ESCORTS-EQ,Ok,07-08-2023 09:15:00,1691379900,2585.00,2589.10,2551.00,2558.35,2569.46,17938,0,18210,0
10999,MARUTI SUZUKI INDIA LTD.,MARUTI,MARUTI-EQ,Ok,07-08-2023 09:15:00,1691379900,9472.00,9489.95,9430.00,9436.00,9463.09,36790,0,38016,0
1023,FEDERAL BANK LTD,FEDERALBNK,FEDERALBNK-EQ,Ok,07-08-2023 09:15:00,1691379900,135.00,135.15,134.25,134.45,134.63,780452,0,788945,0
10447,UNITED SPIRITS LIMITED,MCDOWELL-N,MCDOWELL-N-EQ,Ok,07-08-2023 09:15:00,1691379900,1004.40,1004.45,991.65,994.50,995.46,55185,0,55652,0
4717,GAIL (INDIA) LTD,GAIL,GAIL-EQ,Ok,07-08-2023 09:15:00,1691379900,116.55,116.55,114.90,115.15,115.40,1309206,0,1340692,0
2142,MAX FINANCIAL SERV LTD,MFSL,MFSL-EQ,Ok,07-08-2023 09:15:00,1691379900,774.70,786.90,770.15,786.45,780.54,56946,0,57440,0
7406,GLENMARK PHARMACEUTICALS,GLENMARK,GLENMARK-EQ,Ok,07-08-2023 09:15:00,1691379900,807.95,809.50,800.15,804.05,804.62,77558,0,78799,0
13528,GMR AIRPORTS INFRA LTD,GMRINFRA,GMRINFRA-EQ,Ok,07-08-2023 09:15:00,1691379900,51.45,51.60,51.10,51.10,51.35,655568,0,673790,0
1174,GUJ NAR VAL FER & CHEM L,GNFC,GNFC-EQ,Ok,07-08-2023 09:15:00,1691379900,586.05,586.90,581.80,584.25,584.18,50216,0,52066,0
