token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,change,chperc
15355,REC LIMITED,RECLTD,RECLTD-EQ,Ok,07-08-2023 09:15:00,1691379900,199.25,203.25,198.8,203.0,202.06,2439966,0,2453698,0,3.75,1.8820577164366372
19943,DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR-EQ,Ok,07-08-2023 09:15:00,1691379900,2031.4,2078.2,2031.4,2068.1,2060.92,114105,0,114765,0,36.69999999999982,1.8066358176626867
10440,LUPIN LIMITED,LUPIN,LUPIN-EQ,Ok,07-08-2023 09:15:00,1691379900,1064.45,1087.0,1043.75,1083.4,1072.11,387656,0,391127,0,18.950000000000045,1.7802621071915115
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,07-08-2023 09:15:00,1691379900,2436.15,2489.0,2436.15,2476.15,2464.93,57618,0,68125,0,40.0,1.6419350204215668
438,BHEL,BHEL,BHEL-EQ,Ok,07-08-2023 09:15:00,1691379900,96.2,99.5,96.2,97.75,98.27,10043759,0,10453442,0,1.5499999999999972,1.6112266112266083
2142,MAX FINANCIAL SERV LTD,MFSL,MFSL-EQ,Ok,07-08-2023 09:15:00,1691379900,774.7,786.9,770.15,786.45,780.54,56946,0,57440,0,11.75,1.5167161481863947
1232,GRASIM INDUSTRIES LTD,GRASIM,GRASIM-EQ,Ok,07-08-2023 09:15:00,1691379900,1827.0,1852.85,1826.05,1852.0,1846.34,51053,0,51163,0,25.0,1.3683634373289546
3351,SUN PHARMACEUTICAL IND L,SUNPHARMA,SUNPHARMA-EQ,Ok,07-08-2023 09:15:00,1691379900,1138.6,1153.9,1133.7,1153.25,1143.41,191718,0,194353,0,14.650000000000091,1.2866678376954235
14672,NAVIN FLUORINE INT. LTD,NAVINFLUOR,NAVINFLUOR-EQ,Ok,07-08-2023 09:15:00,1691379900,4372.4,4450.6,4372.4,4422.0,4414.24,42262,0,46495,0,49.600000000000364,1.1343884365565906
4668,BANK OF BARODA,BANKBARODA,BANKBARODA-EQ,Ok,07-08-2023 09:15:00,1691379900,188.65,190.9,187.7,190.7,188.92,6134673,0,6776334,0,2.049999999999983,1.0866684336072
