ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-07-28 10:15:00,DELTACORP,DELTACORP31AUG23C200,112125,OPTSTK,2800,5600,13.45,75320.0,-75320.0,B
2023-07-28 10:15:00,RBLBANK,RBLBANK31AUG23C240,172747,OPTSTK,5000,5000,14.65,73250.0,-73250.0,B
2023-07-28 10:15:00,IEX,IEX31AUG23C124,148606,OPTSTK,3750,15000,6.0,90000.0,-90000.0,B
2023-07-28 10:15:00,SUNTV,SUNTV31AUG23C550,143212,OPTSTK,1500,3000,25.2,75600.0,-75600.0,B
2023-07-28 10:15:00,BSOFT,BSOFT31AUG23C415,102351,OPTSTK,2000,4000,22.35,89400.0,-89400.0,B
2023-07-28 10:15:00,MOTHERSON,MOTHERSON31AUG23P97,135854,OPTSTK,7100,21300,4.1,87329.99999999999,-87329.99999999999,B
2023-07-28 10:15:00,AXISBANK,AXISBANK31AUG23P950,88571,OPTSTK,625,5000,20.0,100000.0,-100000.0,B
2023-07-28 10:15:00,LALPATHLAB,LALPATHLAB31AUG23P2400,133224,OPTSTK,300,600,134.75,80850.0,-80850.0,B
2023-07-28 10:15:00,MGL,MGL31AUG23P1100,135604,OPTSTK,800,2400,41.5,99600.0,-99600.0,B
2023-07-28 10:20:00,RBLBANK,RBLBANK31AUG23C240,172747,OPTSTK,5000,5000,13.05,65250.0,65250.0,S
2023-07-28 10:20:00,SUNTV,SUNTV31AUG23C550,143212,OPTSTK,1500,3000,22.35,67050.0,67050.0,S
2023-07-28 10:26:00,BSOFT,BSOFT31AUG23C415,102351,OPTSTK,2000,4000,20.8,83200.0,83200.0,S
2023-07-28 11:14:00,IEX,IEX31AUG23C124,148606,OPTSTK,3750,15000,5.7,85500.0,85500.0,S
2023-07-28 11:15:00,DELTACORP,DELTACORP31AUG23C200,112125,OPTSTK,2800,5600,14.1,78960.0,-78960.0,B
2023-07-28 11:15:00,RBLBANK,RBLBANK31AUG23C237.5,172745,OPTSTK,5000,5000,13.7,68500.0,-68500.0,B
2023-07-28 11:15:00,IEX,IEX31AUG23C123,148604,OPTSTK,3750,15000,6.4,96000.0,-96000.0,B
2023-07-28 11:15:00,SUNTV,SUNTV31AUG23C540,143208,OPTSTK,1500,3000,25.55,76650.0,-76650.0,B
2023-07-28 11:15:00,BSOFT,BSOFT31AUG23C415,102351,OPTSTK,2000,4000,20.8,83200.0,-83200.0,B
2023-07-28 11:15:00,MOTHERSON,MOTHERSON31AUG23P98,135856,OPTSTK,7100,21300,3.95,84135.0,-84135.0,B
2023-07-28 11:33:00,SUNTV,SUNTV31AUG23C540,143208,OPTSTK,1500,3000,22.9,68700.0,68700.0,S
2023-07-28 12:15:00,RBLBANK,RBLBANK31AUG23C237.5,172745,OPTSTK,5000,5000,12.9,64500.0,-64500.0,B
2023-07-28 12:15:00,LALPATHLAB,LALPATHLAB31AUG23P2380,133222,OPTSTK,300,600,118.1,70860.0,-70860.0,B
2023-07-28 12:21:00,DELTACORP,DELTACORP31AUG23C200,112125,OPTSTK,2800,11200,12.8,143360.0,143360.0,S
2023-07-28 12:26:00,IEX,IEX31AUG23C123,148604,OPTSTK,3750,15000,5.7,85500.0,85500.0,S
2023-07-28 12:41:00,RBLBANK,RBLBANK31AUG23C237.5,172745,OPTSTK,5000,10000,11.35,113500.0,113500.0,S
2023-07-28 12:46:00,BSOFT,BSOFT31AUG23C415,102351,OPTSTK,2000,4000,19.6,78400.0,78400.0,S
2023-07-28 13:15:00,LALPATHLAB,LALPATHLAB31AUG23P2380,133222,OPTSTK,300,600,125.95,75570.0,-75570.0,B
2023-07-28 13:15:00,HINDPETRO,HINDPETRO31AUG23P280,128476,OPTSTK,2700,10800,9.0,97200.0,-97200.0,B
2023-07-28 14:15:00,MOTHERSON,MOTHERSON31AUG23P97,135854,OPTSTK,7100,21300,4.1,87329.99999999999,-87329.99999999999,B
2023-07-28 14:15:00,LALPATHLAB,LALPATHLAB31AUG23P2380,133222,OPTSTK,300,600,132.65,79590.0,-79590.0,B
2023-07-28 14:15:00,HINDPETRO,HINDPETRO31AUG23P280,128476,OPTSTK,2700,10800,9.25,99900.0,-99900.0,B
2023-07-28 15:26:00,MOTHERSON,MOTHERSON31AUG23P97,135854,OPTSTK,7100,42600,3.75,159750.0,159750.0,S
2023-07-28 15:26:00,MOTHERSON,MOTHERSON31AUG23P98,135856,OPTSTK,7100,21300,4.3,91590.0,91590.0,S
2023-07-28 15:26:00,AXISBANK,AXISBANK31AUG23P950,88571,OPTSTK,625,5000,19.3,96500.0,96500.0,S
2023-07-28 15:26:00,LALPATHLAB,LALPATHLAB31AUG23P2400,133224,OPTSTK,300,600,138.75,83250.0,83250.0,S
2023-07-28 15:26:00,LALPATHLAB,LALPATHLAB31AUG23P2380,133222,OPTSTK,300,1800,127.0,228600.0,228600.0,S
2023-07-28 15:26:00,HINDPETRO,HINDPETRO31AUG23P280,128476,OPTSTK,2700,21600,9.65,208440.0,208440.0,S
2023-07-28 15:26:00,MGL,MGL31AUG23P1100,135604,OPTSTK,800,2400,37.4,89760.0,89760.0,S
