ord_number,ordtime,exchange,sym,tsym,token,instrument,lotsize,qty,avgprice,margin,totalprice,netprice,trantype,status
3914498,2023-08-04 13:15:00,NFO,MGL,MGL31AUG23P1070,135598,OPTSTK,800,1600,43.1,68960.0,68960.0,-68960.0,B,N
4185882,2023-08-04 13:15:00,NFO,METROPOLIS,METROPOLIS31AUG23P1360,135362,OPTSTK,400,2000,45.0,90000.0,90000.0,-90000.0,B,N
9569582,2023-08-04 13:16:00,NFO,LICHSGFIN,LICHSGFIN31AUG23C430,133475,OPTSTK,2000,6000,16.1,94500.0,96600.00000000001,96600.00000000001,S,N
3435251,2023-08-04 13:20:00,NFO,MGL,MGL31AUG23P1070,135598,OPTSTK,800,1600,47.7,68960.0,76320.0,76320.0,S,N
7085119,2023-08-04 13:28:00,NFO,HINDPETRO,HINDPETRO31AUG23P270,128468,OPTSTK,2700,10800,7.9,82080.0,85320.0,85320.0,S,N
1919136,2023-08-04 13:34:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23P165,38455,OPTSTK,5100,10200,8.55,91800.0,87210.0,87210.0,S,N
5840386,2023-08-04 13:35:00,NFO,ABCAPITAL,ABCAPITAL31AUG23P187.5,65756,OPTSTK,5400,10800,7.25,66960.0,78300.0,78300.0,S,N
3380339,2023-08-04 14:04:00,NFO,METROPOLIS,METROPOLIS31AUG23P1360,135362,OPTSTK,400,4000,48.6,186100.0,194400.0,194400.0,S,N
9152050,2023-08-04 14:15:00,NFO,LICHSGFIN,LICHSGFIN31AUG23C430,133475,OPTSTK,2000,6000,15.35,92100.0,92100.0,-92100.0,B,N
7358765,2023-08-04 14:15:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,2400,41.0,98400.0,98400.0,-98400.0,B,N
3667738,2023-08-04 14:15:00,NFO,METROPOLIS,METROPOLIS31AUG23P1360,135362,OPTSTK,400,1600,50.95,81520.0,81520.0,-81520.0,B,N
7221287,2023-08-04 14:16:00,NFO,LICHSGFIN,LICHSGFIN31AUG23C430,133475,OPTSTK,2000,6000,15.2,92100.0,91200.0,91200.0,S,N
3105952,2023-08-04 15:10:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,2400,45.0,98400.0,108000.0,108000.0,S,N
3476926,2023-08-04 15:15:00,NFO,NAUKRI,NAUKRI31AUG23C4900,136771,OPTSTK,150,300,225.1,67530.0,67530.0,-67530.0,B,N
9643429,2023-08-04 15:15:00,NFO,DIXON,DIXON31AUG23C4650,112876,OPTSTK,200,400,178.55,71420.0,71420.0,-71420.0,B,N
6796378,2023-08-04 15:15:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,1600,44.25,70800.0,70800.0,-70800.0,B,N
4467266,2023-08-04 15:15:00,NFO,HINDPETRO,HINDPETRO31AUG23P267.5,128466,OPTSTK,2700,13500,7.3,98550.0,98550.0,-98550.0,B,N
2440082,2023-08-04 15:26:00,NFO,NAUKRI,NAUKRI31AUG23C4900,136771,OPTSTK,150,300,223.0,67530.0,66900.0,66900.0,S,N
6796458,2023-08-04 15:26:00,NFO,DIXON,DIXON31AUG23C4650,112876,OPTSTK,200,400,164.2,71420.0,65680.0,65680.0,S,N
3881919,2023-08-04 15:26:00,NFO,MGL,MGL31AUG23P1060,135596,OPTSTK,800,1600,43.25,70800.0,69200.0,69200.0,S,N
3491613,2023-08-04 15:26:00,NFO,METROPOLIS,METROPOLIS31AUG23P1360,135362,OPTSTK,400,1600,52.85,81520.0,84560.0,84560.0,S,N
9213230,2023-08-04 15:26:00,NFO,HINDPETRO,HINDPETRO31AUG23P267.5,128466,OPTSTK,2700,13500,7.3,98550.0,98550.0,98550.0,S,N
