token,company,symbol,tsym,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi
163,APOLLO TYRES LTD,APOLLOTYRE,APOLLOTYRE-EQ,Ok,01-08-2023 09:15:00,1690861500,433.30,437.75,431.75,432.05,434.95,311035,0,311035,0
14418,ASTRAL LIMITED,ASTRAL,ASTRAL-EQ,Ok,01-08-2023 09:15:00,1690861500,1990.85,2027.80,1986.50,2027.45,2004.09,281124,0,281124,0
30108,ADITYA BIRLA FASHION & RT,ABFRL,ABFRL-EQ,Ok,01-08-2023 09:15:00,1690861500,224.00,224.00,222.00,223.00,222.82,293337,0,293337,0
11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,Ok,01-08-2023 09:15:00,1690861500,3978.70,3984.60,3960.95,3971.95,3975.57,7619,0,7619,0
7,AARTI INDUSTRIES LTD,AARTIIND,AARTIIND-EQ,Ok,01-08-2023 09:15:00,1690861500,468.90,471.95,468.15,471.20,470.56,112556,0,112556,0
13,ABB INDIA LIMITED,ABB,ABB-EQ,Ok,01-08-2023 09:15:00,1690861500,4570.00,4589.30,4538.40,4543.45,4560.78,15259,0,15259,0
383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,Ok,01-08-2023 09:15:00,1690861500,130.95,132.10,130.05,131.95,131.39,2036828,0,2036828,0
21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,Ok,01-08-2023 09:15:00,1690861500,731.75,733.35,729.45,730.10,731.05,51307,0,51307,0
5900,AXIS BANK LIMITED,AXISBANK,AXISBANK-EQ,Ok,01-08-2023 09:15:00,1690861500,954.95,957.15,953.90,955.15,955.38,385065,0,385065,0
317,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE-EQ,Ok,01-08-2023 09:15:00,1690861500,7308.70,7330.00,7293.35,7314.95,7316.50,47145,0,47145,0
335,BALKRISHNA IND. LTD,BALKRISIND,BALKRISIND-EQ,Ok,01-08-2023 09:15:00,1690861500,2550.00,2570.00,2542.65,2542.65,2555.23,60106,0,60106,0
371,BATA INDIA LTD,BATAINDIA,BATAINDIA-EQ,Ok,01-08-2023 09:15:00,1690861500,1740.00,1744.30,1735.00,1739.80,1740.37,12788,0,12788,0
404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,Ok,01-08-2023 09:15:00,1690861500,682.40,688.90,677.60,688.20,683.09,117409,0,117409,0
212,ASHOK LEYLAND LTD,ASHOKLEY,ASHOKLEY-EQ,Ok,01-08-2023 09:15:00,1690861500,184.40,185.90,183.30,185.55,185.05,1718066,0,1718066,0
17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,Ok,01-08-2023 09:15:00,1690861500,24068.60,24075.20,23950.25,23988.50,24035.30,327,0,327,0
21614,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,ABCAPITAL-EQ,Ok,01-08-2023 09:15:00,1690861500,196.55,196.95,195.90,196.40,196.47,210774,0,210774,0
11543,COFORGE LIMITED,COFORGE,COFORGE-EQ,Ok,01-08-2023 09:15:00,1690861500,4726.85,4726.85,4691.55,4719.00,4711.54,9356,0,9356,0
1901,CUMMINS INDIA LTD,CUMMINSIND,CUMMINSIND-EQ,Ok,01-08-2023 09:15:00,1690861500,1974.75,1974.80,1960.70,1967.00,1966.40,39542,0,39542,0
236,ASIAN PAINTS LIMITED,ASIANPAINT,ASIANPAINT-EQ,Ok,01-08-2023 09:15:00,1690861500,3373.95,3385.00,3362.05,3374.05,3374.51,62324,0,62324,0
25,ADANI ENTERPRISES LIMITED,ADANIENT,ADANIENT-EQ,Ok,01-08-2023 09:15:00,1690861500,2504.65,2514.00,2492.30,2498.20,2504.45,241770,0,241770,0
15083,ADANI PORT & SEZ LTD,ADANIPORTS,ADANIPORTS-EQ,Ok,01-08-2023 09:15:00,1690861500,778.85,781.00,775.95,777.80,778.41,393678,0,393678,0
16669,BAJAJ AUTO LIMITED,BAJAJ-AUTO,BAJAJ-AUTO-EQ,Ok,01-08-2023 09:15:00,1690861500,4944.75,4944.75,4900.00,4934.40,4927.69,42524,0,42524,0
10940,DIVI S LABORATORIES LTD,DIVISLAB,DIVISLAB-EQ,Ok,01-08-2023 09:15:00,1690861500,3700.05,3713.95,3688.95,3707.70,3704.32,31917,0,31917,0
1270,AMBUJA CEMENTS LTD,AMBUJACEM,AMBUJACEM-EQ,Ok,01-08-2023 09:15:00,1690861500,464.05,465.65,462.60,465.30,464.54,306124,0,306124,0
21690,DIXON TECHNO (INDIA) LTD,DIXON,DIXON-EQ,Ok,01-08-2023 09:15:00,1690861500,4137.05,4156.00,4075.05,4136.85,4141.66,25894,0,25894,0
157,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,APOLLOHOSP-EQ,Ok,01-08-2023 09:15:00,1690861500,5205.00,5207.50,5114.00,5118.90,5156.84,126308,0,126308,0
910,EICHER MOTORS LTD,EICHERMOT,EICHERMOT-EQ,Ok,01-08-2023 09:15:00,1690861500,3372.00,3393.95,3367.35,3390.25,3381.33,74542,0,74542,0
10099,GODREJ CONSUMER PRODUCTS,GODREJCP,GODREJCP-EQ,Ok,01-08-2023 09:15:00,1690861500,1036.50,1040.00,1034.00,1034.50,1036.62,24461,0,24461,0
1232,GRASIM INDUSTRIES LTD,GRASIM,GRASIM-EQ,Ok,01-08-2023 09:15:00,1690861500,1851.95,1855.00,1838.30,1843.00,1843.98,31358,0,31358,0
10599,GUJARAT GAS LIMITED,GUJGASLTD,GUJGASLTD-EQ,Ok,01-08-2023 09:15:00,1690861500,487.00,490.40,485.25,486.50,488.10,239545,0,239545,0
263,ATUL LTD,ATUL,ATUL-EQ,Ok,01-08-2023 09:15:00,1690861500,6796.65,6894.50,6796.65,6855.00,6861.87,10795,0,10795,0
7229,HCL TECHNOLOGIES LTD,HCLTECH,HCLTECH-EQ,Ok,01-08-2023 09:15:00,1690861500,1119.95,1119.95,1111.90,1113.30,1114.28,139580,0,139580,0
467,HDFC LIFE INS CO LTD,HDFCLIFE,HDFCLIFE-EQ,Ok,01-08-2023 09:15:00,1690861500,643.00,646.80,641.75,645.60,644.18,467323,0,467323,0
341,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,BALRAMCHIN-EQ,Ok,01-08-2023 09:15:00,1690861500,405.00,406.35,404.00,405.80,405.20,56442,0,56442,0
2263,BANDHAN BANK LIMITED,BANDHANBNK,BANDHANBNK-EQ,Ok,01-08-2023 09:15:00,1690861500,227.10,228.90,226.80,228.25,227.72,4092460,0,4092460,0
422,BHARAT FORGE LTD,BHARATFORG,BHARATFORG-EQ,Ok,01-08-2023 09:15:00,1690861500,935.55,937.90,930.05,935.20,934.59,86616,0,86616,0
11957,IDFC LIMITED,IDFC,IDFC-EQ,Ok,01-08-2023 09:15:00,1690861500,119.20,120.60,119.20,120.25,119.86,2042447,0,2042447,0
10604,BHARTI AIRTEL LIMITED,BHARTIARTL,BHARTIARTL-EQ,Ok,01-08-2023 09:15:00,1690861500,894.05,897.40,893.35,893.35,895.50,246519,0,246519,0
438,BHEL,BHEL,BHEL-EQ,Ok,01-08-2023 09:15:00,1690861500,104.65,106.20,104.50,106.00,105.46,3504343,0,3504343,0
2181,BOSCH LIMITED,BOSCHLTD,BOSCHLTD-EQ,Ok,01-08-2023 09:15:00,1690861500,19139.95,19200.00,19037.70,19066.05,19118.22,9640,0,9640,0
526,BHARAT PETROLEUM CORP  LT,BPCL,BPCL-EQ,Ok,01-08-2023 09:15:00,1690861500,377.95,377.95,374.25,375.80,375.30,379901,0,379901,0
547,BRITANNIA INDUSTRIES LTD,BRITANNIA,BRITANNIA-EQ,Ok,01-08-2023 09:15:00,1690861500,4825.05,4825.05,4800.00,4800.35,4811.98,36855,0,36855,0
6994,BIRLASOFT LIMITED,BSOFT,BSOFT-EQ,Ok,01-08-2023 09:15:00,1690861500,425.85,431.80,425.40,430.90,429.49,476781,0,476781,0
11184,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFCFIRSTB-EQ,Ok,01-08-2023 09:15:00,1690861500,87.80,89.15,87.60,88.95,88.45,9323081,0,9323081,0
583,CAN FIN HOMES LTD,CANFINHOME,CANFINHOME-EQ,Ok,01-08-2023 09:15:00,1690861500,751.20,753.30,746.00,747.30,748.88,114675,0,114675,0
1512,THE INDIAN HOTELS CO. LTD,INDHOTEL,INDHOTEL-EQ,Ok,01-08-2023 09:15:00,1690861500,394.95,401.90,394.40,400.30,398.89,460241,0,460241,0
685,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,CHOLAFIN-EQ,Ok,01-08-2023 09:15:00,1690861500,1135.00,1135.90,1126.50,1132.45,1131.12,81596,0,81596,0
15141,COLGATE PALMOLIVE LTD.,COLPAL,COLPAL-EQ,Ok,01-08-2023 09:15:00,1690861500,2016.40,2018.10,1995.70,2015.50,2004.31,68310,0,68310,0
739,COROMANDEL INTERNTL. LTD,COROMANDEL,COROMANDEL-EQ,Ok,01-08-2023 09:15:00,1690861500,1034.00,1037.75,1030.05,1032.90,1033.71,51788,0,51788,0
17094,CROMPT GREA CON ELEC LTD,CROMPTON,CROMPTON-EQ,Ok,01-08-2023 09:15:00,1690861500,296.15,296.85,295.10,295.50,296.25,410208,0,410208,0
772,DABUR INDIA LTD,DABUR,DABUR-EQ,Ok,01-08-2023 09:15:00,1690861500,576.70,577.90,572.25,573.80,573.82,264342,0,264342,0
8075,DALMIA BHARAT LIMITED,DALBHARAT,DALBHARAT-EQ,Ok,01-08-2023 09:15:00,1690861500,1944.10,1949.10,1936.00,1938.85,1941.42,22730,0,22730,0
11195,INTERGLOBE AVIATION LTD,INDIGO,INDIGO-EQ,Ok,01-08-2023 09:15:00,1690861500,2588.95,2600.00,2578.10,2600.00,2590.76,53756,0,53756,0
19943,DEEPAK NITRITE LTD,DEEPAKNTR,DEEPAKNTR-EQ,Ok,01-08-2023 09:15:00,1690861500,2011.00,2019.85,2007.45,2015.50,2014.75,12948,0,12948,0
15044,DELTA CORP LIMITED,DELTACORP,DELTACORP-EQ,Ok,01-08-2023 09:15:00,1690861500,200.90,201.60,198.40,198.90,199.93,780317,0,780317,0
4668,BANK OF BARODA,BANKBARODA,BANKBARODA-EQ,Ok,01-08-2023 09:15:00,1690861500,202.90,202.90,201.75,202.20,202.21,1340465,0,1340465,0
14732,DLF LIMITED,DLF,DLF-EQ,Ok,01-08-2023 09:15:00,1690861500,509.00,511.40,505.40,507.65,508.43,5391249,0,5391249,0
1594,INFOSYS LIMITED,INFY,INFY-EQ,Ok,01-08-2023 09:15:00,1690861500,1361.00,1362.70,1357.00,1359.30,1359.33,570726,0,570726,0
881,DR. REDDY S LABORATORIES,DRREDDY,DRREDDY-EQ,Ok,01-08-2023 09:15:00,1690861500,5639.00,5668.95,5607.10,5665.00,5638.49,55684,0,55684,0
958,ESCORTS KUBOTA LIMITED,ESCORTS,ESCORTS-EQ,Ok,01-08-2023 09:15:00,1690861500,2537.05,2537.05,2478.30,2528.80,2509.90,80057,0,80057,0
10999,MARUTI SUZUKI INDIA LTD.,MARUTI,MARUTI-EQ,Ok,01-08-2023 09:15:00,1690861500,9799.25,9799.95,9651.00,9729.30,9700.57,434952,0,434952,0
1023,FEDERAL BANK LTD,FEDERALBNK,FEDERALBNK-EQ,Ok,01-08-2023 09:15:00,1690861500,136.05,136.30,135.70,135.85,135.94,588880,0,588880,0
10447,UNITED SPIRITS LIMITED,MCDOWELL-N,MCDOWELL-N-EQ,Ok,01-08-2023 09:15:00,1690861500,1017.85,1024.00,1013.20,1022.80,1019.63,92335,0,92335,0
4717,GAIL (INDIA) LTD,GAIL,GAIL-EQ,Ok,01-08-2023 09:15:00,1690861500,119.30,119.85,117.25,119.70,118.40,5524093,0,5524093,0
2142,MAX FINANCIAL SERV LTD,MFSL,MFSL-EQ,Ok,01-08-2023 09:15:00,1690861500,817.80,818.90,809.00,818.85,814.99,13181,0,13181,0
7406,GLENMARK PHARMACEUTICALS,GLENMARK,GLENMARK-EQ,Ok,01-08-2023 09:15:00,1690861500,798.60,798.60,790.05,791.25,793.12,92193,0,92193,0
13528,GMR AIRPORTS INFRA LTD,GMRINFRA,GMRINFRA-EQ,Ok,01-08-2023 09:15:00,1690861500,51.65,52.25,51.55,52.10,51.95,1605158,0,1605158,0
1174,GUJ NAR VAL FER & CHEM L,GNFC,GNFC-EQ,Ok,01-08-2023 09:15:00,1690861500,594.05,598.15,593.95,596.00,595.74,139422,0,139422,0
6364,NATIONAL ALUMINIUM CO LTD,NATIONALUM,NATIONALUM-EQ,Ok,01-08-2023 09:15:00,1690861500,95.80,97.40,95.60,97.10,96.74,2053324,0,2053324,0
2303,HINDUSTAN AERONAUTICS LTD,HAL,HAL-EQ,Ok,01-08-2023 09:15:00,1690861500,3967.75,3973.95,3956.00,3963.25,3964.10,65102,0,65102,0
9819,HAVELLS INDIA LIMITED,HAVELLS,HAVELLS-EQ,Ok,01-08-2023 09:15:00,1690861500,1335.70,1337.85,1331.15,1333.70,1333.70,17623,0,17623,0
1333,HDFC BANK LTD,HDFCBANK,HDFCBANK-EQ,Ok,01-08-2023 09:15:00,1690861500,1654.40,1656.50,1650.00,1656.50,1653.81,1122125,0,1122125,0
13751,INFO EDGE (I) LTD,NAUKRI,NAUKRI-EQ,Ok,01-08-2023 09:15:00,1690861500,4580.10,4622.00,4580.10,4619.85,4611.96,9052,0,9052,0
1348,HERO MOTOCORP LIMITED,HEROMOTOCO,HEROMOTOCO-EQ,Ok,01-08-2023 09:15:00,1690861500,3223.80,3242.65,3210.05,3212.45,3226.84,122048,0,122048,0
1363,HINDALCO  INDUSTRIES  LTD,HINDALCO,HINDALCO-EQ,Ok,01-08-2023 09:15:00,1690861500,464.95,471.50,464.10,469.00,468.37,1627369,0,1627369,0
17939,HINDUSTAN COPPER LTD,HINDCOPPER,HINDCOPPER-EQ,Ok,01-08-2023 09:15:00,1690861500,143.40,149.70,142.45,149.00,147.15,14069626,0,14069626,0
1406,HINDUSTAN PETROLEUM CORP,HINDPETRO,HINDPETRO-EQ,Ok,01-08-2023 09:15:00,1690861500,281.30,282.90,280.10,282.65,281.76,187777,0,187777,0
30125,INDIABULLS HSG FIN LTD,IBULHSGFIN,IBULHSGFIN-EQ,Ok,01-08-2023 09:15:00,1690861500,145.05,145.20,141.80,142.50,143.19,1961605,0,1961605,0
21770,ICICI LOMBARD GIC LIMITED,ICICIGI,ICICIGI-EQ,Ok,01-08-2023 09:15:00,1690861500,1391.95,1391.95,1381.15,1381.50,1385.28,43995,0,43995,0
18652,ICICI PRU LIFE INS CO LTD,ICICIPRULI,ICICIPRULI-EQ,Ok,01-08-2023 09:15:00,1690861500,579.60,583.40,577.15,578.00,580.47,133175,0,133175,0
220,INDIAN ENERGY EXC LTD,IEX,IEX-EQ,Ok,01-08-2023 09:15:00,1690861500,123.50,124.25,122.80,123.70,123.65,1645448,0,1645448,0
11262,INDRAPRASTHA GAS LTD,IGL,IGL-EQ,Ok,01-08-2023 09:15:00,1690861500,465.40,465.45,463.30,464.40,464.06,75989,0,75989,0
1515,THE INDIA CEMENTS LIMITED,INDIACEM,INDIACEM-EQ,Ok,01-08-2023 09:15:00,1690861500,221.95,222.35,220.80,221.45,221.63,578377,0,578377,0
10726,INDIAMART INTERMESH LTD,INDIAMART,INDIAMART-EQ,Ok,01-08-2023 09:15:00,1690861500,3131.25,3157.00,3119.50,3155.00,3144.61,26569,0,26569,0
29135,INDUS TOWERS LIMITED,INDUSTOWER,INDUSTOWER-EQ,Ok,01-08-2023 09:15:00,1690861500,172.70,173.00,171.85,172.90,172.45,596076,0,596076,0
1624,INDIAN OIL CORP LTD,IOC,IOC-EQ,Ok,01-08-2023 09:15:00,1690861500,93.90,94.30,93.30,94.30,93.80,1637016,0,1637016,0
