ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-01 10:15:00,HINDCOPPER,HINDCOPPER31AUG23C150,41033,OPTSTK,5300,10600,6.85,72610.0,-72610.0,B
2023-08-01 10:15:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,55.0,88000.0,-88000.0,B
2023-08-01 10:15:00,EXIDEIND,EXIDEIND31AUG23C257.5,113914,OPTSTK,3600,10800,8.9,96120.0,-96120.0,B
2023-08-01 10:15:00,ASTRAL,ASTRAL31AUG23C2000,86538,OPTSTK,367,734,96.4,70757.6,-70757.6,B
2023-08-01 10:15:00,NATIONALUM,NATIONALUM31AUG23C97,136627,OPTSTK,7500,22500,3.85,86625.0,-86625.0,B
2023-08-01 10:15:00,POWERGRID,POWERGRID31AUG23P255,140344,OPTSTK,2700,16200,5.85,94770.0,-94770.0,B
2023-08-01 10:15:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,20400,4.3,87720.0,-87720.0,B
2023-08-01 10:15:00,APOLLOHOSP,APOLLOHOSP31AUG23P5100,76490,OPTSTK,125,500,185.0,92500.0,-92500.0,B
2023-08-01 10:15:00,GODREJPROP,GODREJPROP31AUG23P1720,116988,OPTSTK,475,1425,66.95,95403.75,-95403.75,B
2023-08-01 10:15:00,UPL,UPL31AUG23P620,149645,OPTSTK,1300,5200,19.0,98800.0,-98800.0,B
2023-08-01 10:33:00,HINDCOPPER,HINDCOPPER31AUG23C150,41033,OPTSTK,5300,10600,7.15,75790.0,75790.0,S
2023-08-01 10:33:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,51.0,81600.0,81600.0,S
2023-08-01 10:35:00,ASTRAL,ASTRAL31AUG23C2000,86538,OPTSTK,367,734,88.5,64959.0,64959.0,S
2023-08-01 11:04:00,NATIONALUM,NATIONALUM31AUG23C97,136627,OPTSTK,7500,22500,3.45,77625.0,77625.0,S
2023-08-01 11:15:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,7.1,75260.0,-75260.0,B
2023-08-01 11:15:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,54.6,87360.0,-87360.0,B
2023-08-01 11:15:00,EXIDEIND,EXIDEIND31AUG23C260,113916,OPTSTK,3600,7200,10.0,72000.0,-72000.0,B
2023-08-01 11:15:00,ASTRAL,ASTRAL31AUG23C2000,86538,OPTSTK,367,734,91.05,66830.7,-66830.7,B
2023-08-01 11:15:00,POWERGRID,POWERGRID31AUG23P252.5,140342,OPTSTK,2700,16200,6.05,98010.0,-98010.0,B
2023-08-01 11:18:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,6.3,66780.0,66780.0,S
2023-08-01 11:52:00,EXIDEIND,EXIDEIND31AUG23C260,113916,OPTSTK,3600,7200,11.55,83160.0,83160.0,S
2023-08-01 12:06:00,EXIDEIND,EXIDEIND31AUG23C257.5,113914,OPTSTK,3600,10800,14.05,151740.0,151740.0,S
